Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	1305.361221037805	4.0457658767700195	5.6208696365356445	0.05013645812869072	1.6211946	5.62087	2.370837428710118	-0.03522854405024245
2	2619.3057768419385	4.014747619628906	5.508963584899902	0.18800024688243866	1.6120934	5.5089636	2.347118144640338	-0.014618108014720077
3	3941.934590049088	4.053837299346924	5.422242164611816	0.33014315366744995	1.5843768	5.422242	2.328570841656276	0.0013539482341696774
4	5261.524650380015	3.990858554840088	5.331026077270508	0.40703126788139343	1.5666926	5.3310256	2.3089013838692525	0.018153776758142004
5	6581.559073209763	3.8857932090759277	5.315304756164551	0.4608050286769867	1.5259514	5.3153048	2.305494471076552	0.021049268813470245
6	7904.385935418308	3.9036731719970703	5.112550735473633	0.4913384020328522	1.548776	5.1125507	2.261095030173131	0.05839158827237145
7	9221.785089217126	3.8510985374450684	5.013760566711426	0.4985198974609375	1.561403	5.0137615	2.239143032587633	0.07658626881226882
8	10542.23424064368	3.7891294956207275	4.9527788162231445	0.5319163799285889	1.5097001	4.952779	2.2254839510145077	0.08781773119661285
9	11861.379472628236	3.722321033477783	4.790919303894043	0.5391746163368225	1.5029291	4.790919	2.1888167641574943	0.11762836859150527
10	13180.045128390193	3.609076976776123	4.619705677032471	0.542917788028717	1.4802754	4.6197057	2.149350059211498	0.1491617877525696
14	18451.751674599946	3.4207842350006104	4.228242874145508	0.5529705286026001	1.4310633	4.228243	2.056269163836658	0.22125974977144092
18	23689.566408365965	3.422959089279175	4.114154815673828	0.5619727373123169	1.39541	4.114155	2.0283379441488116	0.24227198224212632
