Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	2576.1190780330217	6.224644184112549	4.616096019744873	nan	1.3690455	4.616096	2.148510186092883	-0.2538810103459759
2	5172.852472344006	6.041548728942871	3.744385004043579	0.15316987037658691	1.2583884	3.744385	1.9350413442724108	-0.017096158804666528
3	7757.203396747005	5.2783074378967285	3.4759044647216797	0.35020264983177185	1.269013	3.475905	1.8643778966611995	0.055831816242328136
4	10337.57368794299	5.1282267570495605	3.3594610691070557	0.37508752942085266	1.2674817	3.359461	1.8328832666340362	0.08746166160837177
5	12933.659301996988	4.940757751464844	3.2463583946228027	0.3908817172050476	1.2369773	3.2463584	1.801765355040107	0.11818406292060013
6	15520.620077817992	4.854822158813477	3.1509032249450684	0.4227670133113861	1.2181286	3.1509032	1.7750783714937963	0.1441126035983935
7	18119.11503329099	4.66763973236084	3.063178539276123	0.4182223677635193	1.2378538	3.0631785	1.750193857627241	0.16794148906802608
8	20717.361097290996	4.764362335205078	3.0160939693450928	0.43408316373825073	1.2235283	3.016094	1.7366905220404392	0.1807313147602535
9	22719.994621840015	4.545399188995361	2.9542417526245117	0.446859210729599	1.2443817	2.9542413	1.7187906433848636	0.19753242273381566
10	24906.737667974026	4.561513423919678	2.873833656311035	0.47748780250549316	1.2144473	2.8738337	1.6952385249017423	0.2193737415801862
11	27495.510877683002	4.489138603210449	2.83609676361084	0.48143285512924194	1.225937	2.8360968	1.6840714841154576	0.22962437135573588
12	30102.534053459996	4.593731880187988	2.820889472961426	0.4856400787830353	1.2158017	2.8208895	1.6795503782147845	0.233755134320627
13	32734.535259855038	4.460261344909668	2.784137010574341	0.49514421820640564	1.2085818	2.7841368	1.6685732744341082	0.2437383753388782
16	40660.923528529995	4.340381622314453	2.74660587310791	0.5139694213867188	1.2308917	2.7466059	1.6572887114525068	0.25393292881342333
17	43302.296554789995	4.363387584686279	2.6712567806243896	0.530149519443512	1.2050482	2.6712568	1.6343979872186547	0.27440021356970623
18	45933.620468206995	4.284584045410156	2.6475138664245605	0.5343613028526306	1.203469	2.647514	1.627118343834627	0.28084951227521193
