Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	1001.8963228147477	7.174860000610352	4.197995185852051	0.052913911640644073	1.4024793	4.1979957	2.0489010866045265	-0.025653801814482513
3	3043.876349989325	6.623075485229492	4.094402313232422	0.07856197655200958	1.366926	4.094402	2.023462832966117	-0.0003437905418013365
4	4078.1520798429847	6.614840984344482	4.033459186553955	0.1276269555091858	1.3515997	4.0334597	2.0083474956767597	0.014545646718334582
5	5122.099593747407	6.444925308227539	4.005209922790527	0.1482696384191513	1.3351046	4.00521	2.0013020568596156	0.021447545670634893
6	6175.2104055173695	6.635861396789551	3.989508867263794	0.1624956727027893	1.3381675	3.9895089	1.9973754948090743	0.025283649323176838
7	7230.1880002096295	6.401150703430176	3.981325149536133	0.17020277678966522	1.3381128	3.9813251	1.9953258254070017	0.027283104924486046
9	9344.274981116876	6.2342529296875	3.9163477420806885	0.22190351784229279	1.3420464	3.9163477	1.9789764379801718	0.04315838431351182
10	10403.286882540211	6.306040287017822	3.878312826156616	0.24188365042209625	1.3308858	3.878313	1.9693433079519669	0.05245100904471378
12	12490.23051647842	6.174027919769287	3.814253330230713	0.27947279810905457	1.3190861	3.814253	1.9530112881937303	0.06810216997845009
15	15605.418516654521	6.094295024871826	3.7332887649536133	0.303472101688385	1.2772	3.7332888	1.932172032960216	0.08788327828116849
17	17677.932949580252	5.882674694061279	3.626239538192749	0.3397304117679596	1.2440085	3.6262395	1.9042687673206082	0.11403758029338895
22	22902.60876047425	5.724017143249512	3.709841728210449	0.3541789650917053	1.2729478	3.7098415	1.9260948807864762	0.09361198140666327
