Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	936.6092240177095	6.171751022338867	5.683307647705078	0.08642586320638657	1.6778598	5.6833076	2.383968885641144	0.0011313089576420188
2	1867.3136212788522	6.1401872634887695	5.634750843048096	0.11871650815010071	1.6764414	5.634752	2.3737632141227594	0.009665201856138617
3	2819.788533968851	6.44419527053833	5.65507173538208	0.13256317377090454	1.6682066	5.6550713	2.3780393727911493	0.006093854089609718
4	3744.0554035995156	6.33995246887207	5.65554141998291	0.15805698931217194	1.6621283	5.6555414	2.3781382255838097	0.0060112842188410065
5	4702.0143617819995	6.286424160003662	5.621118068695068	0.17331095039844513	1.6584734	5.6211176	2.3708896203446312	0.012061412527512139
6	5624.64853926003	5.997161865234375	5.5573410987854	0.1904754489660263	1.6566133	5.5573416	2.3574014455799754	0.02327040087156551
8	7509.139367680997	6.02160120010376	5.5576605796813965	0.2006845921278	1.6553473	5.5576606	2.357469104714078	0.023214329553237434
9	8446.094887657091	6.188502788543701	5.5424652099609375	0.2179928869009018	1.6487852	5.5424657	2.3542441858902605	0.025884967343243193
10	9371.804703751579	6.220162868499756	5.537158966064453	0.22686879336833954	1.6428357	5.5371594	2.353116963285423	0.026817523075906458
11	10295.596323674545	5.989046573638916	5.470556259155273	0.23055505752563477	1.6373385	5.4705563	2.3389220293022324	0.03852328310017805
12	11220.445837082341	6.207751274108887	5.415687084197998	0.26954934000968933	1.6203595	5.4156876	2.3271629854900917	0.04816674238687313
13	12140.094762194902	6.16965389251709	5.383703231811523	0.2818758487701416	1.6186298	5.383703	2.3202808519253706	0.05378818933501395
14	13061.66407805495	6.032344341278076	5.310939788818359	0.29318878054618835	1.6120789	5.3109403	2.3045477355992254	0.06657664508953398
15	13983.889377754182	5.9885687828063965	5.221226692199707	0.31833091378211975	1.6062926	5.2212257	2.2850001616029245	0.08234427798305444
16	14906.198319269344	5.819701194763184	5.054659366607666	0.35695207118988037	1.5939405	5.05466	2.2482570679183516	0.11161920728284114
17	15831.79549593106	6.0956926345825195	4.901309967041016	0.3990200161933899	1.5751351	4.90131	2.2138902337381174	0.13857105779086243
18	16753.794799160212	5.77972412109375	4.81298828125	0.4007066786289215	1.5702442	4.8129883	2.193852383650732	0.15409402238135317
19	17674.953097062185	5.711348533630371	4.605966091156006	0.44018658995628357	1.5368756	4.6059666	2.1461515715329065	0.19047912653713084
25	23222.616975743324	5.093138694763184	4.653153896331787	0.4659283459186554	1.5012413	4.653154	2.1571170335268754	0.1821857660166155
