Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	1277.4784209057689	5.544374942779541	4.380010604858398	-0.11127297580242157	1.2776198	4.3800106	2.0928474872427754	-0.49381739782622946
2	2545.7818346098065	5.352107524871826	3.5124504566192627	-0.04057777673006058	1.0891416	3.5124507	1.8741533275156124	-0.19793300877304443
3	3877.798215314746	4.71155309677124	2.9751315116882324	0.06711755692958832	1.0715361	2.9751313	1.7248568848660033	-0.014678519884128827
4	5187.6682623028755	4.361178874969482	2.8866403102874756	0.14552737772464752	1.1055295	2.8866405	1.699011638778868	0.015501620517882841
5	6564.804300740361	4.107690334320068	2.8454716205596924	0.20313163101673126	1.1066171	2.8454714	1.6868525075243281	0.029542363665946425
6	7928.748141057789	4.109932899475098	2.8105900287628174	0.2305683195590973	1.1095552	2.8105903	1.676481514118601	0.04143878023079617
7	9314.674490727484	4.134088516235352	2.801513433456421	0.2460220605134964	1.086395	2.8015137	1.6737722879397305	0.044534421345116315
8	10715.75839459151	4.076210975646973	2.7758069038391113	0.2753967344760895	1.0623931	2.7758071	1.666075371121514	0.05330180580848598
9	12074.517470866442	4.10084342956543	2.715085744857788	0.3122168183326721	1.0597425	2.7150857	1.6477517242769883	0.07401097675663026
11	14822.84205392003	3.848527431488037	2.662842273712158	0.3198510706424713	1.0514537	2.662842	1.6318216922487516	0.09182880017470019
12	16184.545822352171	3.96722149848938	2.6236419677734375	0.3273538053035736	1.0550605	2.6236417	1.6197659489428893	0.10519822274689916
