Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	1407.0846414491534	5.383387088775635	4.137143135070801	0.08566348254680634	1.243166	4.137143	2.033996837527237	-0.35113023436799695
2	2827.5351742580533	4.764416217803955	3.0120410919189453	0.21462060511112213	1.1013334	3.0120409	1.7355232218268837	0.016311667139652597
3	4258.571382023394	4.4215521812438965	2.98223614692688	0.22738970816135406	1.1550345	2.9822361	1.7269152112732344	0.02604547517386724
4	5685.689156584442	4.368098735809326	2.9701313972473145	0.26383569836616516	1.1732546	2.970131	1.7234067774063546	0.029998831973464868
5	7121.065347649157	4.22534704208374	2.9367129802703857	0.28163740038871765	1.165579	2.9367132	1.7136841070305124	0.040912642552795586
6	8552.074809968472	4.188003063201904	2.91245174407959	0.31555938720703125	1.1434076	2.9124522	1.7065908182445926	0.04883596830495429
7	9985.983491018414	4.099587440490723	2.9008772373199463	0.3157970607280731	1.1697335	2.9008772	1.7031961828632503	0.052616113620116756
8	11411.655137963593	4.284238815307617	2.827378749847412	0.3512897193431854	1.1291785	2.827379	1.6814811887933778	0.07661961152596164
10	14262.092082962394	4.005865573883057	2.754815101623535	0.335855633020401	1.0922608	2.754815	1.6597635679889877	0.10031789436179261
11	15684.02918908745	3.9660582542419434	2.7308926582336426	0.3580659031867981	1.1176307	2.7308927	1.6525412727776703	0.10813062080010838
12	17107.421450182796	4.02390193939209	2.6676297187805176	0.3770332634449005	1.1183248	2.6676295	1.633287935534313	0.12879137820185516
13	18534.916027911007	3.9650356769561768	2.6258411407470703	0.39136651158332825	1.1101773	2.6258411	1.620444735480686	0.14243882544382558
14	19962.08561038971	3.921604633331299	2.6122872829437256	0.39047154784202576	1.1101996	2.6122875	1.6162572571723552	0.14686530077103477
21	29970.307372011244	3.9366869926452637	2.6072182655334473	0.40846702456474304	1.1583753	2.6072183	1.6146882874206547	0.14852079111997118
24	34245.18576114625	3.889113664627075	2.5872068405151367	0.4134233593940735	1.1509702	2.5872066	1.6084795933105764	0.15505636273236334
