Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	2581.5861503279884	5.283574104309082	5.406406879425049	0.21010152995586395	1.5457563	5.4064074	2.3251682425713214	-0.037270893729700605
2	5172.771724662045	4.831467151641846	4.929957389831543	0.281920462846756	1.5631963	4.9299574	2.2203507357693613	0.05414062559640154
3	7785.234199961007	4.639730930328369	4.770522117614746	0.30464038252830505	1.5822779	4.770522	2.1841524941301023	0.08472966952533223
4	10372.979400389013	4.493394374847412	4.708733558654785	0.3166254758834839	1.5686581	4.708733	2.1699615392484786	0.09658450155073262
5	12969.907715804991	4.605370998382568	4.664961338043213	0.3266353905200958	1.5604873	4.6649613	2.1598521565244257	0.10498250736084014
6	15574.014604944037	4.686243057250977	4.621303558349609	0.3387776017189026	1.5580323	4.6213036	2.149721739749033	0.11335876316612226
7	18188.957533976994	4.518439769744873	4.571982383728027	0.35232195258140564	1.549798	4.571983	2.1382195538730784	0.12282144101942438
8	20798.70880062104	4.368795871734619	4.529809951782227	0.3658812642097473	1.5572945	4.5298095	2.128334906668842	0.1309126714591875
9	23426.560461684014	4.386537075042725	4.436628818511963	0.390573114156723	1.520186	4.436629	2.1063306527019834	0.148790385799922
10	26026.106744951045	4.380614757537842	4.398746490478516	0.39657509326934814	1.5456529	4.398746	2.097318767770259	0.1560585100797287
11	28638.332077266998	4.190193176269531	4.339059829711914	0.4128741919994354	1.5600361	4.33906	2.0830410052881616	0.16750990748778838
12	31249.115011685994	4.164157867431641	4.282021999359131	0.42487743496894836	1.5328147	4.282022	2.069304713994324	0.17845314698840398
13	33863.56425586599	4.079257488250732	4.211787700653076	0.4403474032878876	1.4921986	4.211788	2.0522641587988213	0.19192820663016474
14	36486.397622157994	3.9017536640167236	4.149703025817871	0.46383142471313477	1.49524	4.1497025	2.0370818709567646	0.20383984049712955
15	39097.60368508601	4.063404083251953	3.9380452632904053	0.49769046902656555	1.4449952	3.9380453	1.9844508719770326	0.24444835681124122
16	41718.913490064966	3.924917697906494	3.8923425674438477	0.5075957775115967	1.4049039	3.8923428	1.972902127796112	0.2532168403935732
17	44326.297685190046	3.882612466812134	3.8374123573303223	0.51971435546875	1.4537879	3.8374124	1.9589314325239469	0.2637557577814361
19	49523.32853978599	3.772921085357666	3.7634830474853516	0.5314258933067322	1.4334667	3.7634826	1.9399697344670594	0.2779398461359943
20	52123.26673571806	3.585596799850464	3.7397665977478027	0.536720871925354	1.3869034	3.7397664	1.933847553280564	0.2824900215739229
23	59989.75986366597	3.747515916824341	3.731602907180786	0.5380950570106506	1.4088116	3.731603	1.931735723949005	0.2840563636475424
24	62616.33613885107	3.4384541511535645	3.78635835647583	0.5452690124511719	1.4259713	3.7863584	1.9458567152994153	0.2735509616906969
29	75873.87443638296	3.2543160915374756	3.664834976196289	0.5491949915885925	1.3677454	3.6648355	1.9143759957316242	0.2968663835966139
30	78531.50745785801	3.3512704372406006	3.638354778289795	0.5520087480545044	1.3699974	3.6383545	1.9074471263631965	0.3019468966481732
33	86503.84456284699	3.4394354820251465	3.620901584625244	0.5571599006652832	1.3399625	3.6209016	1.9028666754728887	0.3052954505119475
