Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	2691.6554731390206	4.829380512237549	5.089571952819824	0.27393993735313416	1.5104	5.089572	2.256007968252733	0.007853194111546502
2	5352.403527808958	4.684147834777832	4.6948113441467285	0.39015257358551025	1.4918596	4.694811	2.166751224139396	0.08480678676789433
3	8041.94506670197	4.6343817710876465	4.396206855773926	0.42637842893600464	1.4689511	4.3962064	2.096713232403699	0.1430159619119209
4	10798.081573635922	4.496492862701416	4.07956075668335	0.4879453778266907	1.4433736	4.0795608	2.019792255823195	0.2047419924912538
5	13494.155258488958	4.262516975402832	3.8715527057647705	0.5118433237075806	1.4259039	3.8715527	1.9676261600631282	0.2452904938871836
6	16187.443608848029	4.179463863372803	3.70942759513855	0.5295374989509583	1.3915927	3.709428	1.925987557585902	0.2768946205141961
8	21575.010325776995	3.8211982250213623	3.7291769981384277	0.5567591190338135	1.3314974	3.729177	1.9311077127230443	0.27304480502697703
9	24263.48972646997	4.013306140899658	3.512739896774292	0.5673006772994995	1.3682648	3.5127404	1.874230608439487	0.3152363942087907
10	27001.982977784006	3.870177745819092	3.622218132019043	0.5742549300193787	1.3347092	3.6222184	1.9032126445664506	0.29389501311876354
14	37863.530925096944	3.8803412914276123	3.611701011657715	0.5744882225990295	1.3285706	3.611701	1.9004475819284559	0.29594519593546065
15	40584.93492154102	3.684244155883789	3.5182993412017822	0.5789264440536499	1.3303156	3.5182993	1.8757130220803453	0.3141526519174579
16	43269.664211003925	3.7978222370147705	3.45217227935791	0.5832785367965698	1.3241769	3.4521725	1.8580022921881687	0.3270432795518994
17	45966.09428041696	3.6451733112335205	3.450448989868164	0.5845677852630615	1.3424069	3.450449	1.8575384221781697	0.32737924874656
19	51356.45415403601	3.636869192123413	3.4170889854431152	0.5850145816802979	1.3372998	3.417089	1.8485369851434175	0.3338823262097609
23	62150.69924366602	3.407701015472412	3.342683792114258	0.5931493043899536	1.3446428	3.342684	1.828300858866734	0.3483866642067701
24	64853.32031483296	3.4665422439575195	3.326310396194458	0.5937920212745667	1.364281	3.3263106	1.8238175990523386	0.3515784538803516
25	67543.75891632901	3.4183757305145264	3.2969017028808594	0.5983994007110596	1.359246	3.2969017	1.8157372339853748	0.3573113751610173
