Epoch	Time(sec)	Loss_train	Loss_val	pearson	MAE	MSE	RMSE	r2
1	1386.0190586522222	5.238839149475098	6.995621681213379	nan	1.5934376	6.9956217	2.6449237571645385	-0.4428481076249686
2	2773.0478481277823	5.012777328491211	5.10939884185791	0.21543100476264954	1.4263414	5.109399	2.260397938828009	-0.05381432962820254
3	4143.473439566791	4.483560085296631	4.759340763092041	0.28103989362716675	1.4400971	4.7593412	2.18159144661167	0.018385160613871854
4	5524.751012608409	4.180648326873779	4.578378677368164	0.36906588077545166	1.4515717	4.5783787	2.139714625217149	0.05570864987833346
5	6897.714441455901	4.108423709869385	4.435063362121582	0.43782517313957214	1.4358011	4.4350634	2.105959012450523	0.08526746791321327
7	9629.653219997883	4.026686668395996	4.203577041625977	0.4855421185493469	1.3831336	4.2035766	2.050262559963679	0.1330116237570257
8	10996.045643687248	3.7081098556518555	4.022091388702393	0.4917255938053131	1.3972659	4.022091	2.005515123818625	0.17044307690715044
9	12369.132383011281	4.017055988311768	3.9852657318115234	0.4943433403968811	1.4023728	3.9852655	1.9963129748095474	0.17803832547186893
11	15123.2262436077	3.747706174850464	3.7823615074157715	0.4987531304359436	1.3343341	3.7823615	1.9448294288743606	0.21988733706174812
12	16497.9044778198	3.7234623432159424	3.7155051231384277	0.5023799538612366	1.3921076	3.7155046	1.9275644337612348	0.23367650724144895
13	17873.2030082345	3.745352029800415	3.6937925815582275	0.5086318254470825	1.3422151	3.6937928	1.9219242492816428	0.23815467424940606
14	19246.200377210975	3.773515224456787	3.57888126373291	0.5228338241577148	1.3325282	3.5788813	1.8917931344977732	0.2618552084865855
15	20630.227420777082	3.8687684535980225	3.5248208045959473	0.5289708375930786	1.3433502	3.5248208	1.8774506130910467	0.27300515297314343
16	21999.24784435332	3.637122631072998	3.4866223335266113	0.5464181900024414	1.3345377	3.4866228	1.867250066371339	0.28088352970491126
19	26133.558735966682	3.6848044395446777	3.426978826522827	0.5522732734680176	1.3405311	3.4269788	1.8512100978880888	0.2931850744535456
22	30277.350993655622	3.425732374191284	3.419694423675537	0.5525538325309753	1.3692672	3.4196944	1.849241580669096	0.2946874868091893
23	31659.366952896118	3.6533524990081787	3.4115753173828125	0.5516307353973389	1.3691082	3.411575	1.8470449585660424	0.2963620729540577
24	33038.78239039332	3.4671027660369873	3.3521289825439453	0.559282124042511	1.3426539	3.3521292	1.830882088219371	0.3086228391388435
28	38546.11818185449	3.635118007659912	3.3340771198272705	0.5650635361671448	1.3542709	3.334077	1.8259454760229539	0.31234607541314807
31	42684.917391978204	3.5491833686828613	3.2798171043395996	0.5850201845169067	1.339958	3.279817	1.8110265333063456	0.32353721263292334
