Epoch	Time(sec)	Loss_train	Loss_val	pearson	mae	mse	rmse	r2
1	1429.2238612696528	5.480930805206299	5.646996974945068	nan	1.5031745	5.646997	2.376341089773324	-0.4562843530312086
2	2860.471474171616	5.358248710632324	4.696368217468262	0.1409246027469635	1.2991185	4.696368	2.1671105688146746	-0.21113001756086747
3	4357.952818189748	4.611776351928711	3.85941743850708	0.21121753752231598	1.2550536	3.8594172	1.9645399461676774	0.00470832747059291
4	5828.241449071094	4.331306457519531	3.7453808784484863	0.2905685007572174	1.2815249	3.7453814	1.9352987767488627	0.034116713030178714
5	7373.19485047739	4.0965576171875	3.6456027030944824	0.36485931277275085	1.2675442	3.6456027	1.9093461454368306	0.05984828119703167
6	8894.776312037371	4.184041976928711	3.565932512283325	0.4006837010383606	1.2498006	3.5659325	1.8883676846110573	0.08039408587033225
7	10459.05168545805	4.085514068603516	3.5098671913146973	0.4355814754962921	1.2421184	3.5098677	1.8734640824290856	0.0948524878368534
8	12025.850087341852	4.1190714836120605	3.4642319679260254	0.4448035657405853	1.2230349	3.4642317	1.8612446721233205	0.106621367751636
9	13570.229411977343	4.202811241149902	3.3837215900421143	0.4603992700576782	1.1814438	3.3837218	1.8394895564967726	0.12738373706203743
10	15209.582930123433	4.215864181518555	3.3102500438690186	0.46423763036727905	1.1558014	3.31025	1.819409256838334	0.14633119075465562
11	16802.724545635283	3.9987382888793945	3.236161708831787	0.4746153652667999	1.1454875	3.2361615	1.7989334257868488	0.16543753353552448
12	18414.16235157475	4.066611289978027	3.1542322635650635	0.47137030959129333	1.1485581	3.1542325	1.7760159070187527	0.18656599910004357
13	20029.468393938616	3.9489834308624268	3.0932488441467285	0.47169944643974304	1.1723202	3.0932493	1.758763577341732	0.20229275108321876
14	21654.22236745525	3.891688346862793	3.0443472862243652	0.4744786024093628	1.1241688	3.0443475	1.7448058701881262	0.21490378804693433
15	23254.09567860607	3.7990493774414062	2.993147134780884	0.4828985631465912	1.1873655	2.9931474	1.7300714936670862	0.2281076860935215
16	24855.947252191603	3.9202351570129395	2.9811527729034424	0.48467764258384705	1.1305118	2.9811525	1.7266014405429133	0.2312009392986799
17	26454.41991643049	3.6627414226531982	2.954169988632202	0.48830121755599976	1.1583226	2.9541698	1.7187698363113146	0.23815940574836703
22	34999.38860961236	3.759575843811035	2.9155185222625732	0.5003345608711243	1.1488224	2.9155178	1.707488742863869	0.24812710421781536
